Branch,Source Path,SHA-256,Disposition,Target Path,Held Reason / Evidence
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0022_v0.3_DRAFT_2026-08-05.docx,04c7abeb1bb0f69b60c29d9bf4ee06e92381420a2127dd0d20589efac6e49c41,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0022_v0.3_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/LST/Draft/Superseded_Retired/GMG-PV-LST-0002_v0.3_DRAFT_2026-08-07.xlsx,04cdf0e7cdfe6b772d0943a0b0830c739ac51e4dc3ce702cbc8f766c26d3e7e9,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/LST/Draft/Superseded_Retired/GMG-PV-LST-0002_v0.3_DRAFT_2026-08-07.xlsx,
GQMS domains 00-18,06_NUT/FRM/Draft/GMG-NUT-FRM-0005_v0.2_DRAFT_2026-08-01.docx,0535271c947ae9484533ec159de37f582d6083173dfda4816f57c6a9f8256ca8,PROMOTED,06_NUT/01_Controlled_Documents/FRM/Draft/GMG-NUT-FRM-0005_v0.2_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/FRM/Draft/GMG-PV-FRM-0010-SET_Mandate-Setonda_v0.4_DRAFT_2026-08-08.docx,0597c014198db25616fe63147f7fd1688cc4a251bc13260ec3ab4e8054159b91,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/GMG-PV-FRM-0010-SET_Mandate-Setonda_v0.4_DRAFT_2026-08-08.docx,
GQMS domains 00-18,04_PV/FRM/Draft/GMG-PV-FRM-0002_v0.1_DRAFT_2026-07-16.docx,05a488bb35e01759d28db655afd5959788ce84de6b4a12dbad33de75cd738f73,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/GMG-PV-FRM-0002_v0.1_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/LST/Draft/GMG-PV-EU-Reference-Data-Draft_v0.1_DRAFT_2026-08-03.xlsx,05ac56bf2e7138c4c1d7d043c2737b0006cf8d432a40c7d469c73973a8ea45e7,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/LST/Draft/GMG-PV-EU-Reference-Data-Draft_v0.1_DRAFT_2026-08-03.xlsx,
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-LST-0001_v0.6_DRAFT_2026-07-21.xlsx,06410bedf00f9bec73b686b029aaf1e1435b6c58855248d64fc4741ebd7e2cb0,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-LST-0001 exists at higher version v0.10
GQMS domains 00-18,04_PV/MAN/Annex/Superseded_Retired/GMG-PV-MAN-0002-C_v0.2_DRAFT_2026-08-07.docx,070e3bc8ed6454821a2b8774c7923c3da93b4443490eae3b8d507517f2725c17,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0009_v0.3_DRAFT_2026-08-05.docx,07c429f2c3c421fac765e045fa5520fa1c3eb642e1a999c812bf2ca0a3c2a2b1,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0009_v0.3_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0013_v0.6_DRAFT_2026-08-05.docx,0806ff668e2f58bc84fff2880814949d68e25ba38a602eb99019dcaa6d914e99,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0013_v0.6_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0001_v0.17_DRAFT_2026-08-03.docx,08b257a535f4e9453a4b641213a20831e8a143c353afbe42a68d873876f8633b,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/FRM/Draft/GMG-PV-FRM-0006_v0.2_DRAFT_2026-07-16.docx,08b69637cdfa9dfacbef4ef795ffd8d8b0826b860dfdca09885ac3516ea9f599,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/GMG-PV-FRM-0006_v0.2_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.10_DRAFT_2026-08-07.docx,08c356f30a604fae7e6c022b4309f210c01457d36fc4713910838a78a726b027,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.10_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0024_v0.2_DRAFT_2026-07-16.docx,099d048554469d7bf80d75c31e4b30646ecb1ecba280f99f84a5cd58145cca3d,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0024_v0.2_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0001_v0.2_DRAFT_2026-07-15.docx,09a170d16141c1bc402cd394cf327945b536253fcf2936ee66e4e1c723bf2f7b,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0001_v0.2_DRAFT_2026-07-15.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0002_v0.3_DRAFT_2026-07-16.docx,09d8cd351a8b4fb5b1a5e7b36011e515515bc11530ed327b077b4404409ac447,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0002_v0.3_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.7_DRAFT_2026-08-05.docx,0a1848c481bef40311758f2466558da78f7a46ca32e6b1766619eae9167b8051,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.7_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/LOG/Draft/Superseded_Retired/GMG-PV-Consolidated-Deviation-Register_v0.12_DRAFT_2026-08-07.xlsx,0a432ccfed12d1feb1a1e131d85bad4d8716eda145381e2b633025e38d524434,PROMOTED,04_PV/01_Controlled_Documents/LOG/Draft/Superseded_Retired/GMG-PV-Consolidated-Deviation-Register_v0.12_DRAFT_2026-08-07.xlsx,
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-LOG-0005_v0.1_DRAFT_2026-07-16.xlsx,0abab4930bf176a5c49515b473e0423cb0dde3e72ecc3e1baa93a87160fd489a,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-LOG-0005 exists at higher version v0.3
GQMS domains 00-18,04_PV/MTX/Superseded_Retired/GMG-PV-MTX-0001_v0.6_DRAFT_2026-07-25.xlsx,0ad3d5bad522e991ce4a483be9f313a741131eea75967126879d2bc15758d7be,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-MTX-0001 exists at higher version v0.9
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.9_DRAFT_2026-08-05.docx,0b1f7ade6a27f9197f19f696cf815df49c91ba79c1e29fe0136a3da2ffbbc7ca,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0004_v0.9_DRAFT_2026-08-05.docx,
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0008_v0.4_DRAFT_2026-07-18.docx,0b7486795161d6349ec840e523a7653c85a5ebdf457091d1d73de6e14c57f8ff,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0008_v0.4_DRAFT_2026-07-18.docx,
GQMS domains 00-18,01_QMS/PLN/Superseded_Retired/GMG-QMS-PLN-0004_v1.0_DRAFT_2026-07-11.docx,0bce0b1696900402d9e046a36b9ef3f86ca45100e1399c03f4f3798b6d59d4be,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-QMS-PLN-0004 exists at higher version v1.1
GQMS domains 00-18,04_PV/PLN/Superseded_Retired/GMG-PV-PLN-0003_v0.2_DRAFT_2026-07-14.docx,0bdafe8e4c6feba4e99344c7db57af0ccf19234143f5031cdb597200c9da0ac2,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-PLN-0003 exists at higher version v0.4
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0024_v0.2_DRAFT_2026-08-08.xlsx,0c295ea89117aeb7e764c2de630a6e99cbbaad83b2b04457f9b1eabd0079cdb8,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0024_v0.2_DRAFT_2026-08-08.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0018_v0.4_DRAFT_2026-08-07.docx,0c96ecce3b4182b2d43818644055cccd24b8e9f2ff8602124af9890e61005e6f,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0018_v0.4_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0005_v0.4_DRAFT_2026-07-25.docx,0cf4c8742863ce38f01af28c6868b7c02b277004b9478b221ae6ced68bb5f94f,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0005_v0.4_DRAFT_2026-07-25.docx,
GQMS domains 00-18,00_Governance/MAN/Draft/Superseded_Retired/GMG-QMS-MAN-0001_v1.15_DRAFT_2026-08-07.docx,0d297a8df0493af187d6b325529c8d9d92342c2dc86eb6c25ae40b5fa627a1d5,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Draft/Superseded_Retired/GMG-QMS-MAN-0001_v1.15_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0015_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,0d3ec9e805be089e532b2f87e007ead8818c0a9f203eddd7f3bf6f404ac3265c,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0015_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0025_v0.1_DRAFT_2026-07-18.xlsx,0d9912a3546bc38518240689a20eedfbc521fef4e58888715a7eac74eeb9b12f,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0025_v0.1_DRAFT_2026-07-18.xlsx,
GQMS domains 00-18,04_PV/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0005_v0.2_DRAFT_2026-07-16.docx,0e8bdf05f3ec6bcbb96be392e7bf7516483bb1d53285002ee4bdd66b2e610e24,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0005_v0.2_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/PLN/Superseded_Retired/GMG-PV-PLN-0007_PV-System-Development-and-Implementation-Plan_v0.4_DRAFT_2026-08-01.docx,0f06529cefa3aed81c0309304cc36fb661dfce43c5ff041c10542a33b5274c3a,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-PLN-0007 exists at higher version v0.8
GQMS domains 00-18,04_PV/PLN/Draft/Superseded_Retired/GMG-PV-Interim-Intake-Control-A53_v0.1_DRAFT_2026-08-03.docx,0f2510f5b194e98df22be1286ceada738a98b48e3e4b4cfe4738eecf513a832d,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/Superseded_Retired/GMG-PV-Interim-Intake-Control-A53_v0.1_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/AGR/Draft/GMG-PV-Authority-Notifications-A05_v0.1_DRAFT_2026-08-03.pdf,0f33b95136eb811668ba8a79117d08a7ff23a19735e89fe8514b5d1b8bcf66a0,PROMOTED,04_PV/01_Controlled_Documents/AGR/Draft/GMG-PV-Authority-Notifications-A05_v0.1_DRAFT_2026-08-03.pdf,
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0003_v1.0_DRAFT_2026-07-11.docx,0f6676012b64d514636bec094d2eee3bf929358a9a98c63bf625eead84049a43,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0003_v1.0_DRAFT_2026-07-11.docx,
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-LOG-0001_v0.6_DRAFT_2026-07-21.xlsx,0fbdbf44517a6154cdabc20c2c88df6c02e101fa62537ca0e03b22644c4e1761,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-LOG-0001 exists at higher version v0.9
GQMS domains 00-18,01_QMS/SOP/Superseded_Retired/GMG-QMS-SOP-0003_v0.12_DRAFT_2026-07-18.docx,1008d8dbf1815ab0c4df11f79948ebebf49ea1bb2e506ef8e5d84d7d7ce6d296,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-QMS-SOP-0003 exists at higher version v0.14
GQMS domains 00-18,08_CSV/Di10-PV_Validation_2024-12/PV & CRO SERVICE AGREEMENT.pdf,1103977c8eed22cfa7a944944b2d1978cb8bf60f1a50ad985349b300ee170bb3,HELD,,NO TARGET TYPE FOLDER — Di10-PV_Validation_2024-12 absent from v0.31 08_CSV type set
GQMS domains 00-18,04_PV/WIN/Draft/GMG-PV-WIN-0001_v0.4_DRAFT_2026-07-15.docx,113ad8d97d05295edc9b6466e0983acab6020de4317957e998f843a80710ab33,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/GMG-PV-WIN-0001_v0.4_DRAFT_2026-07-15.docx,
GQMS domains 00-18,04_PV/PLN/Superseded_Retired/GMG-PV-PLN-0004_v0.5_DRAFT_2026-07-21.docx,1194df2bbed750c7d428a6f13af7a03c78022ad7a67873263303ffb1cb587c18,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-PLN-0004 exists at higher version v0.8
GQMS domains 00-18,04_PV/PLN/Superseded_Retired/GMG-PV-PLN-0005_v0.3_DRAFT_2026-07-21.docx,11c3a86a66917ae3be452927997d09a5e60b82d7debb24306a5636554028a0fe,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-PLN-0005 exists at higher version v0.8
GQMS domains 00-18,04_PV/WIN/Draft/GMG-PV-WIN-0005_v0.3_DRAFT_2026-07-16.docx,11eac03688eef8c7177acb1c855546baa701a25eee10fa1ace3f13c5ddbfdf32,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/GMG-PV-WIN-0005_v0.3_DRAFT_2026-07-16.docx,
GQMS domains 00-18,10_RND/SOP/Draft/GMG-RND-SOP-0001_v0.4_DRAFT_2026-07-11.docx,125396edd5ac32d1c3cf16e7f6c20263fc1c7758ce14877f8614f907d27c4bce,PROMOTED,10_RND/01_Controlled_Documents/SOP/Draft/GMG-RND-SOP-0001_v0.4_DRAFT_2026-07-11.docx,
GQMS domains 00-18,02_GMP/TPL/Draft/GMG-GMP-TPL-0001_v1.0_DRAFT_2026-07-11.docx,12c598df52079fc5334d837831bc232393435daf9f4dafdd1d4fa18ac692f1d2,PROMOTED,02_GMP/01_Controlled_Documents/TPL/Draft/GMG-GMP-TPL-0001_v1.0_DRAFT_2026-07-11.docx,
GQMS domains 00-18,04_PV/PLN/Draft/GMG-PV-PLN-0007-A_PV-Development-Action-Tracker_v0.4_DRAFT_2026-08-07.xlsx,14693630b86fd5aaf3a88febe40bbcf40d09b03572baf17307ee987981e084c9,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/GMG-PV-PLN-0007-A_PV-Development-Action-Tracker_v0.4_DRAFT_2026-08-07.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/GMG-PV-SOP-0002_v0.9_DRAFT_2026-08-07.docx,14d8bcc993f5db4db1f0f25b52ffdeb1972ad65cf91fc0c0748ce82ca3510d80,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/GMG-PV-SOP-0002_v0.9_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0006_v0.8_DRAFT_2026-08-07.docx,15feb9c1d3fe968d6d1ae5492b52f0b960eb948bb7c061cde2ce29286a9f0109,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0006_v0.8_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0005_v0.6_DRAFT_2026-08-07.docx,161041ba3df265cf16e5b14c869ef60dc2f23b1f4eda1a7453d2da7d4ff3f0cb,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0005_v0.6_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0017_v0.2_DRAFT_2026-07-16.docx,16401c68127d736286a08eee5519c99be58b3d98244ca784e48466d6a73e2dd3,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0017_v0.2_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0002_v0.4_DRAFT_2026-07-18.docx,16459d0427f831f5179e7c0b9f0763e04943315ef8d10899917f9959efe2b116,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/AGR/Effective/Executed_SDEAs/GMG-PV-SDEA-UA-Otipharm_executed.pdf,16fab1d8eb74cfc5c5fae36dc7fdfbc9d7168086c7f06fca2b60e340cb8bd1b1,PROMOTED,04_PV/01_Controlled_Documents/AGR/Effective/Executed_SDEAs/GMG-PV-SDEA-UA-Otipharm_executed.pdf,
GQMS domains 00-18,06_NUT/TPL/Draft/GMG-NUT-TPL-0002_v0.1_DRAFT_2026-08-01.docx,1761bc523121de02788b72d369dbd23b3ab3fd7e084a066f988dbc9d0f3a4417,PROMOTED,06_NUT/01_Controlled_Documents/TPL/Draft/GMG-NUT-TPL-0002_v0.1_DRAFT_2026-08-01.docx,
GQMS domains 00-18,01_QMS/SOP/Draft/GMG-QMS-SOP-0010_v0.7_DRAFT_2026-07-21.docx,17e4c6bd204780671156c87bd082a4a1cbb08f7524b1bd02b72c1c2d478c25da,PROMOTED,01_QMS/01_Controlled_Documents/SOP/Draft/GMG-QMS-SOP-0010_v0.7_DRAFT_2026-07-21.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0013_v0.5_DRAFT_2026-08-05.docx,1898a60b140d33b32c135d02af1041c65373a2749ecfe5a803b20fcf83f18d2d,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0013_v0.5_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0017_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,18b303e7e8f4bc25eccf77905bfa2042372949ad44eab1bcba376057c810dde9,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0017_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,
GQMS domains 00-18,04_PV/RSK/Superseded_Retired/GMG-PV-RSK-0001_v0.1_DRAFT_2026-07-14_SUPERSEDED.docx,18e01c0d63310c7c87532ecd8021fbe335a9d42c285c0e0d9525e688a726168f,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/RSK/Superseded/GMG-PV-RSK-0001_v0.1_DRAFT_2026-07-14_SUPERSEDED.docx,
GQMS domains 00-18,04_PV/AGR/Superseded_Retired/GMG-PV-AGR-0004_v0.2_DRAFT_2026-07-21.docx,194aec816daf738b8d8475664c976d5e6289cc2be736cbf85e99e360bf4f6d2c,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-AGR-0004 exists at higher version v0.3
GQMS domains 00-18,04_PV/MTX/Draft/Superseded_Retired/GMG-PV-MTX-0007_v0.2_DRAFT_2026-07-25.xlsx,19d5385ed88d67b89e12b0adac06fd2423b8a1a74d76cf2180b9d31b28f925c5,PROMOTED,04_PV/01_Controlled_Documents/MTX/Draft/Superseded_Retired/GMG-PV-MTX-0007_v0.2_DRAFT_2026-07-25.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0007_v0.4_DRAFT_2026-08-05.docx,19fc9f28693e9ea41aa142baadccff6086638056d0a93dc91de3dac264c33a98,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0007_v0.4_DRAFT_2026-08-05.docx,
GQMS domains 00-18,01_QMS/SOP/Draft/GMG-QMS-SOP-0008_v0.5_DRAFT_2026-07-21.docx,1a773b960a945f292a61b6c94f6a6330af5f7ed3673267825216d7db8d6d85b5,PROMOTED,01_QMS/01_Controlled_Documents/SOP/Draft/GMG-QMS-SOP-0008_v0.5_DRAFT_2026-07-21.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0002_v0.11_DRAFT_2026-07-25.docx,1a8be349b8f90e06ba6eef2e5f6cc0f45ef4403c46912d88914e2450f7a4fd69,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,01_QMS/SOP/Draft/GMG-QMS-SOP-0003_v0.14_DRAFT_2026-07-18.docx,1adfe577fff9a9f07237849f76bb36faac99104370add9ed233915b6c1980b77,PROMOTED,01_QMS/01_Controlled_Documents/SOP/Draft/GMG-QMS-SOP-0003_v0.14_DRAFT_2026-07-18.docx,
GQMS domains 00-18,04_PV/LOG/Draft/Superseded_Retired/GMG-PV-LOG-0007_v0.1_DRAFT_2026-08-08.xlsx,1afd6d422d4f791234cbf2582b03c8f3ad0022903f38ae0f8a8fd61044165d70,PROMOTED,04_PV/01_Controlled_Documents/LOG/Draft/Superseded_Retired/GMG-PV-LOG-0007_v0.1_DRAFT_2026-08-08.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0023_v0.4_DRAFT_2026-08-05.docx,1bb3c43e8b601d2e29e08058b5465b69db2ba67ab43c73ae91576a003e67e07a,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0023_v0.4_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/MTX/Superseded_Retired/GMG-PV-MTX-0002_v0.3_DRAFT_2026-07-21.xlsx,1c3dbf9a277a1d1be23b31535b0935135c2d7f318ccd2293085ebda7f13444f2,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-MTX-0002 exists at higher version v0.8
GQMS domains 00-18,06_NUT/TPL/Draft/GMG-NUT-TPL-0001_v0.1_DRAFT_2026-08-01.docx,1c3e76fc33feca9cc7c56f63de68a67e983ef11c43e8f8c6f62fc1702f786bec,PROMOTED,06_NUT/01_Controlled_Documents/TPL/Draft/GMG-NUT-TPL-0001_v0.1_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0002_v0.16_DRAFT_2026-08-01.docx,1c3eba763a77d2139a850754ff5f77377b26dbf3bf254fa9eb5be0ba8fe8a930,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
